HITId	tweet	sentiment	directness	annotator_sentiment	target	group
4470.0	@user @user fuckoff ching chong	offensive	indirect	shock_disgust	origin	asians
NULL	@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-)	NULL	NULL	NULL	NULL	NULL
NULL	@beth4158 no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :)	NULL	NULL	NULL	NULL	NULL
NULL	RT @amh_1126: s/o #NF @patpatbush thanks for the follow Hun!! &#128536;&#128536;	NULL	NULL	NULL	NULL	NULL
3008.0	@user هذا ماكل تبن وشارب معا بول البعير فمختل عقله الله يطيح حظك	abusive_hateful	indirect	shock	other	other
NULL	Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb	NULL	NULL	NULL	NULL	NULL
NULL	يا زلمي شو شاطر بالحكي وهيدا زمن الكذب 	NULL	NULL	NULL	NULL	NULL
NULL	لا بس الوطن بدو تكنيس من ل متلك 	NULL	NULL	NULL	NULL	NULL
NULL	Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1	NULL	NULL	NULL	NULL	NULL
3990.0	like word dyke faggot	fearful_offensive_disrespectful_hateful_normal	indirect	sadness_disgust	sexual_orientation	other
601.0	@user @user حاولت اني ارد عليك... لكن صعب والف صعب انك ترد على واحد ابن زنى مثلك.... لكن صدقني ابن الزنا أشرف منك يا خنزير	abusive	direct	shock	other	individual
4929.0	men becoming nurses? @url @user @user @user @user @user	offensive	indirect	anger_indifference	other	other
1209.0	وحوش و أسود مصر يرسلون 19 خنزير داعشي لجهنم.	hateful	direct	indifference	other	other
NULL	Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe	NULL	NULL	NULL	NULL	NULL
582.0	@user god damn fucking retard obviously know fucking saracasm either fucking bitch	offensive	indirect	fear_disgust	origin	special_needs
NULL	ما في دم،نوايانا واضحة بس في نوايا مش نظيفة عم تحط مكونات درزية راس حربة بلعبتها ضد مرجعيا… 	NULL	NULL	NULL	NULL	NULL
4544.0	dark mongoloid front get get close slightly left @url	offensive	indirect	anger_sadness_shock_indifference_disgust	origin	special_needs
NULL	بعد ساعتين حكي ما بينشبع منهم	NULL	NULL	NULL	NULL	NULL
NULL	عقبال ما نشوف الدولة لافة حبل المشنقة عليك 	NULL	NULL	NULL	NULL	NULL
NULL	بفرح بس شوف عدد من النوّاب و الصحافيين مقهورين من الوزير جبران باسيل بصيرو يصرحو و يحكو حكي فاضي مهم يجرب	NULL	NULL	NULL	NULL	NULL
3959.0	@user acts retarded	offensive	indirect	anger_confusion_fear_shock_sadness	disability	special_needs
1129.0	وكذا الحال لو كانت دولة كلها مسلمين أو مسيحيين أو بوذيين أو هندو…	normal	direct	indifference	religion	other
5280.0	@user dont know ching chong much thou	hateful_normal	indirect	anger_fear_shock_indifference_disgust	other	other
NULL	Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado	NULL	NULL	NULL	NULL	NULL
NULL	فيك الخصام وانت الخصم والحكم 	NULL	NULL	NULL	NULL	NULL
687.0	@user @user @user لا مش شرط bacon يعني لحم خنزير، الي في الجمعيات غالباً لحم بقري أو ديك رومي الخ، ي… @url	normal	indirect	indifference	religion	other
NULL	International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT	NULL	NULL	NULL	NULL	NULL
2679.0	هذه القناة بدأت تنحدر الى الاسفاف وقاع القاذورات الاعلامية من خلال استقطابها لمسلسلات منحرفة وعرض مشاهد منحلة…	offensive_normal	indirect	shock	gender	women
NULL	كنت بدي استعمل جملة و انت الصادق بس معك ما فيني استعملها لانك ما بتعرف شي عن الصدق ف رح قول و انت الكذاب	NULL	NULL	NULL	NULL	NULL
NULL	ضياع الهوية السورية هلأ نحنا سوريين ولا عرب سوريين ولا كرد سوريين ولا آشور ولا سريان ولا تركمان	NULL	NULL	NULL	NULL	NULL
3925.0	glad despicable trump fan magabomber quickly found. thanks director wray fbi.nnonly negative @url	normal	indirect	fear_indifference	origin	refugees
NULL	"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? 
} Not going to happen Berg
Bleat on.
#mngop proud #stribpol #mnleg"	NULL	NULL	NULL	NULL	NULL
1891.0	@user @user @user ولا وأناخوك ما ظنتي من أتباع عزمي! هذا خنزير حاقد شد بلد، متبرع بخدماته لإبليس!	abusive	direct	shock_disgust	other	individual
2973.0	القولون ده وسخ اوي ...	normal	indirect	indifference	other	other
NULL	ما عطوك الخوة الهيئة   	NULL	NULL	NULL	NULL	NULL
NULL	Video: On The Record: Charlie Baker http://t.co/lXK0YyCVR4	NULL	NULL	NULL	NULL	NULL
61.0	شغل الحريم هذا ماينفع مع الرجال #ادواردو_يرفض_شعار_الوطن	offensive	indirect	indifference	gender	women
NULL	لعلها الطريق لدولة المواطنة 	NULL	NULL	NULL	NULL	NULL
1835.0	لكنهم خنازير ولا إحساس لهم ولا أخلاق	abusive_disrespectful	direct	indifference	origin	other
NULL	جبران باسيل يؤكد جرأته مرة اخرى بحديثه في المؤتمر الصحفي مع ابو الغيط عن تأثير الدول الغربية على قرار القُمة السابقة ب…	NULL	NULL	NULL	NULL	NULL
995.0	@user could care less little feminazi. screwed way top long trail discontent. @url	hateful_disrespectful	indirect	anger_confusion_sadness_indifference_disgust	gender	other
242.0	جايه بفستانها وتستلم جايزة افضل لاعبة خربوا الكورة الحريم والله	offensive	direct	indifference	gender	women
NULL	Phil Hughes looking like the Phil Hughes of old. 2010. #Yankees #MLB	NULL	NULL	NULL	NULL	NULL
NULL	لو بتروح يا وهاب لوحدك افضل وجه لوجه الإستنكار يا بطل   	NULL	NULL	NULL	NULL	NULL
NULL	Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.	NULL	NULL	NULL	NULL	NULL
4874.0	@user @user ok buddy retard	offensive	indirect	confusion_indifference	disability	special_needs
NULL	ايه كنتوا رحتوا عند جبران باسيل تشكيتوا هودي حلفائكن إلي قالوا عن شهداء الحزب الإشتراكي الي حموا عرضك	NULL	NULL	NULL	NULL	NULL
NULL	Smuggled letter by Gaza tunnel digger details suffering under Hamas rule http://t.co/jusiee1yhK via @TheMuslimIssue	NULL	NULL	NULL	NULL	NULL
1778.0	cunt.  need all. @url	offensive_disrespectful	indirect	anger_fear_indifference_sadness_disgust	other	women
NULL	The Perfect Gift for the Jihadi on Your Shopping List http://t.co/YbcsutdGMw http://t.co/nNwums32b4	NULL	NULL	NULL	NULL	NULL
NULL	@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*	NULL	NULL	NULL	NULL	NULL
751.0	sister never take feelings seriously get cunt week bitch wanna marry @url	fearful_offensive	indirect	anger_confusion_shock_indifference_disgust	religion	special_needs
2222.0	وكسمي انا اذا وثقت ب اي كائن بشري خنيث طرل عمري متحفظه ع نفسي وم اثق بدق ماكان ولما وثقت اتحولو لمخانيث عيال سته وستين زبالع ومستنقع خنازير	offensive	indirect	shock	other	other
NULL	@JennyTripleTit it's also a bird, a city, and a math theorem. I make no assumptions!	NULL	NULL	NULL	NULL	NULL
NULL	"@NYRKelsMads 
I gots to be bein colored and all"	NULL	NULL	NULL	NULL	NULL
2470.0	bye bye streaming career. cunt @url	fearful	indirect	anger_fear_shock_indifference_disgust	gender	left_wing_people
NULL	بسيطة هلق بيفقعون خطاب كلو مشاعر وشوية طائفية بيمشي الحال وبتروح الريحة	NULL	NULL	NULL	NULL	NULL
NULL	RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv	NULL	NULL	NULL	NULL	NULL
4261.0	right-wing conspiracy theorist said week's mail bombs leftists...going midterms @url	offensive	indirect	fear_disgust	other	other
721.0	@user many  absolute retard	offensive	indirect	anger_confusion_sadness_fear_disgust	disability	special_needs
1018.0	@user @user حرام عليكي يا دكتور معندكيش خنازير صغيرة	offensive_disrespectful	indirect	indifference_disgust	other	other
NULL	@ChickenColeman if McCoy wasn't trash that's a TD	NULL	NULL	NULL	NULL	NULL
836.0	@user thanks retard 	offensive	indirect	indifference_disgust	disability	special_needs
NULL	ولك خلص بقى، خلص والله ارحم حالك، هيدي الصفات صفات معلمك القتل والاجرام والابادة الجماعية، استر على حالك ليستر الله عليك يا زلمي 	NULL	NULL	NULL	NULL	NULL
NULL	نحن بحاجة الى وطن خالي من امثالك   متى ما ذهبت يا وئام الوطن بألف خير 	NULL	NULL	NULL	NULL	NULL
1532.0	@user @user @user @user @user @user احنا لانشرب بول البعير ولا نقت… @user	normal	indirect	disgust	origin	other
NULL	Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot	NULL	NULL	NULL	NULL	NULL
5229.0	y'all started drinking yet y'all faggot ass unicorn fairy's ?	normal	direct	anger_confusion_shock_indifference_disgust	sexual_orientation	special_needs
3803.0	imagine yoongi working tongue technology hands tightly gripping hips fucks cunt wit @url	disrespectful_normal	indirect	anger_sadness_shock_indifference_disgust	other	other
NULL	@brianabrazilian oh... my phone is some trash! but you knew that!	NULL	NULL	NULL	NULL	NULL
2782.0	إن حكت .. خيّم الصمت بشفاه الحريم.	normal	indirect	sadness	other	women
5064.0	@user he's absolute twat	offensive	indirect	confusion_disgust	gender	other
637.0	لكل زمان معجزة، ومعجزة هذا الزمان هي الاستقامة في وقت اصبحت فيه كل الطرق منحرفة.	normal	indirect	indifference	other	other
4969.0	somebody take nigger phone away @url	abusive_hateful	indirect	confusion_shock	origin	individual
263.0	tbh wouldnt hard drain refugees europe. arent smart. make lot noise. draw @url	offensive	indirect	confusion_disgust	origin	special_needs
NULL	Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;	NULL	NULL	NULL	NULL	NULL
NULL	"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"	NULL	NULL	NULL	NULL	NULL
4802.0	@user fuck nigga whoever stole shit year faggot ass niggas dont fuck 2019 nig @url	offensive	indirect	confusion_disgust	origin	gay
473.0	خليك ع بول البعير اطيبلك @url	disrespectful	direct	indifference	other	individual
2706.0	pls go die u retard gimme kiss _ ? @url	offensive	indirect	sadness_disgust	disability	special_needs
NULL	You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.	NULL	NULL	NULL	NULL	NULL
4555.0	@user western civilization friendly accept it. west tried go shithole countries would genocided	hateful_normal	indirect	anger_indifference	origin	immigrants
NULL	وهاب أقترح عرض عماد عثمان على طبيب نفسي قبل أن يدمر المؤسسة 	NULL	NULL	NULL	NULL	NULL
2758.0	@user لا دا هندوس علي وشهم متقلقش	offensive_hateful_disrespectful_normal	indirect	anger_confusion_sadness_indifference	other	other
876.0	@user @user @user @user حتى بول البعير يتنج حمقى مثلك معاتيه	disrespectful	direct	anger_disgust	other	individual
NULL	عم تحكي جد سؤال فيه مناصفة طائفية بالنتائج لحتى ما حطوا النتايج بالجارور	NULL	NULL	NULL	NULL	NULL
NULL	"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds"	NULL	NULL	NULL	NULL	NULL
2993.0	@user dirty jew house sell it--	abusive_hateful	indirect	shock_disgust	religion	individual
NULL	I could go for a brownie right now	NULL	NULL	NULL	NULL	NULL
761.0	sort thing happens shithole country. @url	hateful	indirect	shock_disgust	origin	immigrants
937.0	@user mongy little twats bucket hats pretty green lap though. idiots.	offensive	indirect	confusion_disgust	origin	other
803.0	#يبور و #باير شائعتان بقوة في لهجة #سدير  وخاصة في زمن مضى لكن بمعنى يقارب المعنى المذكور.	normal	indirect	sadness	other	women
NULL	@yfly23 mock draft?	NULL	NULL	NULL	NULL	NULL
NULL	I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver	NULL	NULL	NULL	NULL	NULL
1846.0	@user big sleepy twat 	hateful	indirect	confusion_sadness_shock_indifference_disgust	gender	women
NULL	I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe	NULL	NULL	NULL	NULL	NULL
NULL	والله ما فهم لقطر غيرك يا معالي الوزير تقبل حبي وتقديري   	NULL	NULL	NULL	NULL	NULL
NULL	دغري بدكم تفوتو بخصوصيات الناس طيب ما اموال كتار معروفة و مش معروفة منوين جابتهن بتفتح… 	NULL	NULL	NULL	NULL	NULL
457.0	change ur @user fucking mongoloid @user	abusive_disrespectful	indirect	indifference_disgust	disability	special_needs
833.0	بتكون خنزير وتافه وفاشل اذا بتوصل عمر ٢٣ وبعدك قاعد عند اهلك	abusive_disrespectful	indirect	indifference	other	individual
2790.0	الا الحريم @url	normal	indirect	indifference	gender	women
2972.0	@user لما تشوفين مجتمع يستخدم كلمة حرمة او بنت كـ سبة، فغير مستغرب انهم يعاملونك كـ قاصر. يشوفونك ناقصة عقل، و الحرية بتخربك.	normal	indirect	shock	gender	women
NULL	هيدا بكرا بيضب اغراضه وببلحق ربعه بس يبطل اله خبز هون 	NULL	NULL	NULL	NULL	NULL
NULL	RT @ochocinco: If your girl didn't camp out overnight to buy you the iPhone 6 your pee pee is trash...	NULL	NULL	NULL	NULL	NULL
941.0	بعد عودتها من مسيرة مناهضة التحرش metoo# قابلت طالبا اخر من جامعة ولاية ميزوري وخرجت معه للشرب في أكثر من حانة،ولما… @url	offensive	indirect	indifference_disgust	gender	women
NULL	Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE	NULL	NULL	NULL	NULL	NULL
1176.0	sounded lot like ching chong love long time heard often childhood.	fearful_offensive	indirect	anger_sadness_shock_indifference_disgust	origin	individual
3341.0	احمد يا توفيق يبن الوسخه يابتاع 2014 رايح تحطها في عبد الواحد يا بهيم	abusive_offensive	indirect	indifference	other	individual
NULL	@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea	NULL	NULL	NULL	NULL	NULL
NULL	@Kummar_King I volunteer to be guinea pig and help test it out &#128527;&#128587;	NULL	NULL	NULL	NULL	NULL
NULL	هل انت سياسي بالبلد او لأ ؟؟ 	NULL	NULL	NULL	NULL	NULL
NULL	هل بدأ مشوار الرئاسة خارجيا عند جبران باسيل وبدأ تقديم اوراق اعتماد	NULL	NULL	NULL	NULL	NULL
1542.0	*high pitched ching chong* @url	offensive	indirect	anger_confusion_shock_indifference_disgust	origin	asians
2168.0	@user who's mongoloid?	offensive	indirect	sadness_disgust	disability	special_needs
NULL	سعودي كلك اسيد مش فخر 	NULL	NULL	NULL	NULL	NULL
3.0	said retard @url	fearful_abusive_offensive_hateful	indirect	confusion_disgust	disability	special_needs
NULL	شو نفع برامج مسابقات الطبخ مهما كان انتاجا ضخم اذا المُشاهد ما رح يدوق؟؟ 	NULL	NULL	NULL	NULL	NULL
4808.0	@user misread tweet logic dalai lama's logic receive refugees treat well educate th @url	offensive	indirect	shock_indifference	origin	refugees
4580.0	@user quit stealing punchline faggot	offensive_hateful	direct	anger_confusion_sadness_shock_indifference	sexual_orientation	other
NULL	The Conjuring wasn't trash. It just wasn't as good as Insidious.	NULL	NULL	NULL	NULL	NULL
3030.0	#الحديده_تتحرر الحمدلله والله اكبر صقور التحالف الله ينصركم ويتم تحرير اليمن بالكامل من خنازير ايران	hateful_disrespectful	direct	confusion_indifference	origin	other
1130.0	@user @user بجاوب بس يكون عندك ذرة اخلاق يا شارب بول البعير ومساهم بقتل اطفال اليمن يا مجرم الله يلعنك… @user	hateful	direct	indifference	origin	individual
3300.0	recall democrats saying shithole countries exist. yet thousands people proving wrong. @url	offensive	indirect	confusion_indifference	origin	left_wing_people
3831.0	record i'm arguing antifa leftist self defense movements anymore. i've spoken i've @url	hateful_normal	indirect	fear_indifference	other	other
NULL	This is so much fun! &#128070;&#128588; #1UBB #1ndiana #hoosiers #hoosierdaddy	NULL	NULL	NULL	NULL	NULL
NULL	RT @whisperdispatch: Charlie wearing the 'Don't Tread On Me' flag pin? Every Dem should show up in Congress in 2015 wearing that @ESQPoliti&#8230;	NULL	NULL	NULL	NULL	NULL
3273.0	@user laura callinf nigger come bully	offensive	indirect	anger_shock	origin	other
3265.0	@user @user american innocent proven guilty. let illegal immigrants go @url	offensive	indirect	sadness_disgust	origin	immigrants
NULL	&#8220;@yungtfti: I feel sorry for anyone who paid for LIC because edc is trash music&#8221;	NULL	NULL	NULL	NULL	NULL
91.0	@user unaccounted illegal aliens happy. tufail one	offensive	indirect	anger_sadness	origin	immigrants
NULL	مياومو الإعلام موضة العصر فقط للهجوم على العهد وعلى جبران باسيل	NULL	NULL	NULL	NULL	NULL
2135.0	americans: lol ur dingusnnaussies: fuck ya fucken dog cunt	offensive	indirect	shock_disgust	origin	women
NULL	وهاب نتمنى أن لا ينظر علينا احد بمحاربة الفساد وهذا يعني محاربة الفساد فاسدة أيضا 	NULL	NULL	NULL	NULL	NULL
4996.0	u2066@user : might surprised bomber probably illegal immigrant shithole @url	offensive	indirect	confusion_indifference	origin	other
2892.0	caravan 7000 people shithole countries south america refugees waving @url	offensive_hateful	indirect	anger_sadness	origin	immigrants
NULL	شو بدا تنفع الماشطة مع الوج الكشن 	NULL	NULL	NULL	NULL	NULL
NULL	لو كنا في دولة لما حصلت غزوة الجاهلية 	NULL	NULL	NULL	NULL	NULL
NULL	في الداخل وفي الخارج موقفنا واحد لا يتغير لبنان ولبنان وثم لبنان هذا هو جبران باسيل	NULL	NULL	NULL	NULL	NULL
4104.0	logic actually got wu-tang song entitled wu-tang forever. know vanilla wafer colored negro managed that.	fearful_normal	indirect	confusion_fear_shock_sadness_disgust	origin	african_descent
NULL	Parsons trash	NULL	NULL	NULL	NULL	NULL
NULL	إجراءات إنه يفشل وتطلع بريطانيا بدون صفقة يعني	NULL	NULL	NULL	NULL	NULL
NULL	RT @guypbenson: Confused. Are lefties using the #Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t&#8230;	NULL	NULL	NULL	NULL	NULL
34.0	@user migrants.7z	abusive_normal	indirect	shock_indifference	origin	other
2341.0	good job nbc! sterling performance country's shithole media. @url @url	hateful	direct	anger_sadness	other	other
1124.0	public dinosaurs private dinosaurs. faggot.	hateful	direct	indifference_disgust	sexual_orientation	gay
1666.0	@user @user الدكتور عماد كأنه يقاتل في ارض كلها الغام من خنازير الجزيرة من حقه يدافع عن ارضه وشعبه ولكن ا… @url	abusive_offensive	direct	indifference	other	individual
3223.0	robert bowers muslim mexican media leftist woman refugee?nwaiting..............................	fearful_hateful	indirect	shock_disgust	origin	special_needs
NULL	RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?	NULL	NULL	NULL	NULL	NULL
4026.0	@user @user sensitive god faggot	offensive	indirect	confusion_indifference	sexual_orientation	other
NULL	السيد نصرالله العلاقة مع الرئيس ميشال عون لم تتزعزع ابدا والعلاقة مع رئيس التيار الوطني الحر جبران باسيل لم تتبدل ابداً	NULL	NULL	NULL	NULL	NULL
102.0	scomo biggest faggot madden historyhe bashes everyone anything madden @url	offensive	indirect	anger_confusion	sexual_orientation	other
NULL	"RT @breely216: The recommended serving size for brownies is ""all of them."""	NULL	NULL	NULL	NULL	NULL
1522.0	نعم يا حبيب خالتك؟!! التحرش يحتاج سبب؟!! أغرب عن وجهي يا متحرش لئلا تسمع ما لا يرضيك.. عندما تتحرشىون بالأطفال الصغ… @url	abusive_offensive_hateful_disrespectful_normal	indirect	shock	other	individual
1471.0	@user @user @user @user يا ذليل يا كلب عزمي يا ذنب الفرس يا خنزير قردقان الترك يا خائن ع… @url	hateful	direct	anger_disgust	other	individual
NULL	RT @BigxCool: RT if you're on the slope to 30 and still feel 17	NULL	NULL	NULL	NULL	NULL
NULL	وهيدا اللي بدنا اياه الاستثمار مش حسنة شكراً ميشال عون و جبران باسيل رديتوا لنا كرامتنا	NULL	NULL	NULL	NULL	NULL
NULL	RT @ChrissyNich: To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance....	NULL	NULL	NULL	NULL	NULL
NULL	يلا طلع لي بقلبك ما حدا معبرك مبارح كنت عم تهاجم ممولينك كيف ما ساعدوك بل الانتخابات وهاجمت امل   خلص خسرت بل الانتخابات فهما بقا وما حدا عاملك حساب   بعبع قد ما بدك وما حدا حاسس فيك وبس بدك تحكي لازم تاخد إذن زعمائك وليد بك والمير طلال	NULL	NULL	NULL	NULL	NULL
NULL	RT @SoccerGrlProbs: Germany's like....Next goal has to be a header. Then next goal after that has to be a diving header. Let's play monkey &#8230;	NULL	NULL	NULL	NULL	NULL
2194.0	هندوس بالي، حكومة وشعبا،ممتعضان من تصرف السياح، بسبب ظهورهم بالبيكيني في المعابد الهندوسية. وجاري اتخاذ الإجراءات ا… @url	normal	indirect	indifference	other	indian/hindu
NULL	@slickbackjr_ I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr	NULL	NULL	NULL	NULL	NULL
4593.0	whats hatnen ya chinaman lukaine wit kicking flava pimp shit	hateful	indirect	shock_disgust	origin	other
NULL	الشيخ أسامة بشرف راسك 	NULL	NULL	NULL	NULL	NULL
NULL	Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM	NULL	NULL	NULL	NULL	NULL
1965.0	مع السلامة يا خنازير	offensive	indirect	indifference	other	individual
NULL	مصدر هرا هراء مصدر هري هريان هههه	NULL	NULL	NULL	NULL	NULL
NULL	1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	NULL	NULL	NULL	NULL	NULL
2144.0	got asian bitch like ching chong	fearful_abusive_hateful_disrespectful_normal	indirect	shock_indifference	origin	individual
2686.0	sounds like shithole country. @url	hateful_normal	indirect	anger_indifference	origin	other
3919.0	@user fuck retard	offensive	indirect	anger_disgust	disability	special_needs
NULL	بس بلبنان ممكن نقول عن حدا انو مشكلجي وزعوري ووِسخ بس خامتو طيبة 😎 	NULL	NULL	NULL	NULL	NULL
4515.0	@user lewis faggot	normal	direct	shock_disgust	sexual_orientation	other
NULL	ومين قلك حدا طالب رأيك او انو تسدقي 	NULL	NULL	NULL	NULL	NULL
865.0	نيتك هيا للي حترسملك حياتك كلها فلو نيتك امسخه ومش نظيفه ونتا إنسان وسخ حتنفضح حتنفضح يا زباله ☺️	disrespectful	direct	indifference	other	individual
NULL	Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE	NULL	NULL	NULL	NULL	NULL
2054.0	التحرش بالأطفال سهههل ومتعه من بيجرب ؟  #كلب #معصيتي_راحتي	offensive	indirect	indifference	other	other
2571.0	think makes sense give immigrants access healthcare education. seeing thats usually co @url	offensive	indirect	anger_confusion_sadness_indifference_disgust	origin	immigrants
NULL	RT @BigJonBul: The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;	NULL	NULL	NULL	NULL	NULL
NULL	و مصلحة لبنان تبدأ باستخراج النفط و الغاز لوقف الشحادة و هذه نقطة ضعف لبنان ليبقى رهن سياسات اقليمية و… 	NULL	NULL	NULL	NULL	NULL
NULL	Just got done taking some photos with brownie #flowcity	NULL	NULL	NULL	NULL	NULL
791.0	@user suck spic balls 	disrespectful	direct	sadness_fear	origin	hispanics
NULL	#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0	NULL	NULL	NULL	NULL	NULL
3921.0	@user 3 days come arkansas  faggot	offensive	indirect	sadness_fear	sexual_orientation	other
350.0	@user @user خنازير البنا	offensive	direct	indifference	religion	other
2803.0	@user نريد حفظ حقوق الرجل من التحرش	normal	indirect	indifference	other	other
2430.0	@user @user @user السيسى سيدك يا خنزير ..حافظ على بلده ...لكن انتم خربتم ودمرتم سوريا ..تستاهل… @url	hateful	direct	shock	origin	other
499.0	عندما يسافر العرب الى البلدان الاجنبية و يغيرون في طريقة لبسهم فهم لا يتخلون عن دينهم، انما يتحررون من العادات و ال… @url	normal	indirect	sadness	origin	arabs
NULL	@TheIronPony You rebel. Next you'll be ripping mattress tags off. It's a slippery slope.	NULL	NULL	NULL	NULL	NULL
NULL	RT @BobKlap: Asked Betances before the game if he&#8217;d like to be a starter again someday. &#8220;If the Yankees ever asked me, I would. But I&#8217;m a r&#8230;	NULL	NULL	NULL	NULL	NULL
5176.0	one right come country shithole wont stand corrupt @url	offensive_disrespectful	indirect	anger_confusion	origin	other
3183.0	@user لاحول ولاقوة الا بالله هذه لا تاكلينه لا يجيك شي عيون الحريم عليه يمكن منهم حامل انتبهي؟؟؟	offensive	indirect	indifference	other	women
NULL	لو مواطن عادي بنى خيمة قرميد ليستر عائلته لتحركة كل اجهزة الدولة وعندما تنهب مافيا السلطة الاملاك العامة لا تحركوا ساكن 	NULL	NULL	NULL	NULL	NULL
1080.0	@user @user @user steve cortes cynical spic! father even speak english @url	offensive	indirect	indifference_disgust	origin	special_needs
NULL	WEBBERS! RT @DMILZ4: Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150 http://t.co/yC81VG2kg1	NULL	NULL	NULL	NULL	NULL
3570.0	florida shithole country	offensive	indirect	anger_disgust	other	individual
NULL	نصر الله يكسر الصمت لما السكوت عن تصريحات جبران باسيل هل فقط لان حزب الله بحاجة الى…	NULL	NULL	NULL	NULL	NULL
1390.0	@user يا خنازير نفس التغريدة اللأحقة @url	abusive_hateful	direct	shock	other	other
NULL	@DeJLoaf mixtape sell sole got some bangers!	NULL	NULL	NULL	NULL	NULL
5536.0	ever making calls @user pretty retarded doesnt learn mistakes	normal	direct	sadness_disgust	gender	muslims
NULL	I just want some Oreos &amp; milk honestly. Just stop by the store &amp; pick up some on your way back lol	NULL	NULL	NULL	NULL	NULL
670.0	@user i'm even offended anymore jkfsd like jokes literally went typed ching chong unironically	offensive	indirect	indifference_disgust	origin	individual
NULL	I can hear the birds chirpin!	NULL	NULL	NULL	NULL	NULL
416.0	برااااااااااااا يا خنازير	offensive	direct	indifference	other	other
NULL	ترانا نحتاج إلى محاكمتكم أمام العالم أجمع لنسترد حقوقنا لنبني مستقبل أجيالنا وجيشنا ودولتنا ونقطه ع السطر 	NULL	NULL	NULL	NULL	NULL
4252.0	@user class like i'm bitter twat aswell 	offensive	indirect	confusion_sadness_shock_indifference_disgust	gender	special_needs
NULL	السيد الرئيس اردوغان يتنفس الصعداء	NULL	NULL	NULL	NULL	NULL
727.0	في دولتي لا طائفية ولا عنصرية.	normal	indirect	indifference_disgust	origin	other
510.0	@user @user fucking cunt	offensive	direct	shock_disgust	gender	women
NULL	RT @townhallcom: Charlie Crist Refuses To Back Down From Race-Based Attack On GOP http://t.co/zSHn94OK9S	NULL	NULL	NULL	NULL	NULL
708.0	يا معشر الهذيان العقل اصبح معقل والمعقل اصبح معتقل والمعتقل اصبح اسيراً والاسير اصبح سكير والسكير اصبح خنزير والخنز… @url	normal	indirect	anger_indifference	other	other
1021.0	@user @user مشكلتلك ياراعي الغنم وشارب بول البعير تفتكر ان كلمة طعمية تضايق بالعكس تجوع يا أهطل	abusive_offensive	indirect	shock_disgust	origin	individual
NULL	"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine."	NULL	NULL	NULL	NULL	NULL
3228.0	panthers suck spic ass	offensive	indirect	sadness_indifference	origin	individual
1087.0	كان لازم ينحكى بالموضوع بالتحرش الحق الوحيد فقط ع المتحرش وممنوع تبرير التحرش نهائيا	offensive	indirect	indifference	gender	other
